parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
κ_2,0.10114412385801452,0.0073579198044696585,0.00024451444776137066,985.6747442782739,696.2070771268279,1.0027170608019682,36.68036410681281
κ_m,0.31347195898935626,0.05062136939729155,0.0017738475288390705,953.587388633516,666.5672115265578,1.0027106954941587,35.486282696990024
